@RELATION socialList
@ATTRIBUTE char_length numeric
@ATTRIBUTE number_of_words numeric
@ATTRIBUTE presence_of_days {0,1}
@ATTRIBUTE presence_of_numbers {0,1}
@ATTRIBUTE presence_of_noun {0,1}
@ATTRIBUTE presence_of_adjective {0,1}
@ATTRIBUTE presence_of_verbs {0,1}
@ATTRIBUTE presence_of_adverb {0,1}
@ATTRIBUTE presence_of_pronouns {0,1}
@ATTRIBUTE pos_tag_entropy real
@ATTRIBUTE ratio_of_non_english_to_english_words real
@ATTRIBUTE search_results_titles {0,1}
@ATTRIBUTE class {0,1}
@DATA
georgesayshappybirthdaytoo, 30, 1, 0, 0, 1, 1, 1, 1, 0, 1.92192809489, 1 , 0
thewindfromthesun, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.52192809489, 2 , 0
georgesgreatstreet, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 1 , 0
georgeshouldhavehiredascreenwriter, 39, 1, 0, 0, 1, 0, 1, 0, 0, 2.25162916739, 1 , 0
georgesignourmextix, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 1 , 0
georgesmoneywentto, 21, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 0 , 0
georgesorosincharge, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
georgesorossaidso, 20, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 1 , 0
thewindmustfall, 18, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
georgethedramaqueen, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
georgetownbestpracticemission, 32, 1, 0, 0, 1, 1, 0, 0, 0, 0.811278124459, 1 , 0
georgetowncostsmoneyfirstcomment, 36, 1, 0, 0, 1, 1, 1, 0, 0, 1.37095059445, 1 , 0
georgetowneagleforlife, 25, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
thewindwillnotwin, 21, 1, 0, 0, 1, 0, 1, 1, 0, 2.32192809489, 2 , 0
georgewallaceshootsamofointhefaceandwhatnot, 52, 1, 0, 0, 1, 0, 1, 0, 0, 1.96096404744, 1 , 0
georgewashingtonspot, 22, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
georgewasmyfave, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
georgewasmyfavorite, 22, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 1 , 0
georgeweins, 13, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 1 , 0
thewindowshateisstronginthatone, 38, 1, 0, 1, 1, 1, 1, 0, 0, 2.75, 2 , 0
georgeyouramoron, 19, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 , 0
georgiarenaissancefestival, 28, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
georgiaonmymind, 18, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
georgiaandlaraisantanddec, 31, 1, 0, 0, 1, 0, 1, 0, 0, 1.84237099318, 0 , 0
thewindsarechanging, 22, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
georgiaboxcompetition, 23, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
thewindsoffreedomno, 23, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 2 , 0
thewindywindsaregusting, 27, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
thewindywindsarestilleverywhere, 36, 1, 0, 0, 1, 1, 1, 1, 0, 2.25162916739, 2 , 0
georgiadrivingisworse, 24, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 1 , 0
georgiaisasaint, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
georgiamayhavejustfailedthebtec, 37, 1, 0, 0, 1, 0, 1, 1, 0, 2.52164063634, 0 , 0
thewingisthething, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
georgiandaisyfallfromthesky2015, 36, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 0 , 0
georgianeedshenribendelbabybag, 35, 1, 0, 0, 1, 0, 1, 0, 0, 1.25162916739, 0 , 0
thewinnerispacquiao, 22, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 1 , 0
georgiaonmymind, 18, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
georgiaonyourmind, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
thewinnertakesitallpart2, 30, 1, 0, 1, 1, 0, 1, 0, 1, 2.23592635063, 2 , 0
georgiarepublicanvoter, 24, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 1 , 0
georgiaseaislandsingers, 26, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
georgiaslastwish, 19, 1, 0, 0, 1, 1, 0, 0, 0, 1.0, 1 , 0
georgiastatehell, 18, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
georgiatakeover, 17, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 1 , 0
georgidoesmedirty, 20, 1, 0, 0, 1, 1, 1, 0, 1, 2.0, 1 , 0
georgieampchachimoments, 26, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
georgiesfooddelivery, 23, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
georgie4captain, 17, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
georgiesintheattic, 21, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 , 0
georgiethelactospoo, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 0 , 0
georgietoursphilippines, 25, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 0 , 0
georgraphicrepresentation, 28, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 , 0
germanymissyou, 16, 1, 0, 0, 1, 0, 1, 0, 1, 0.918295834054, 0 , 0
germanyneedscolleenandkory, 30, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 0 , 0
thewittgensteindothprotesttoomuch, 38, 1, 0, 0, 1, 1, 1, 1, 0, 2.58496250072, 1 , 0
thewittlefirethatcould, 26, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
germanyworldchampions, 23, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 1 , 0
germfactoriesi, 16, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 1 , 0
thewizardandi, 16, 1, 0, 0, 1, 0, 0, 0, 1, 1.5, 2 , 0
thewizardofadalynberg, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.45914791703, 1 , 0
thewizardofoznntcmparty, 29, 1, 0, 0, 1, 0, 0, 0, 0, 1.84237099318, 2 , 0
germsallover, 14, 1, 0, 0, 1, 0, 0, 1, 0, 1.58496250072, 2 , 0
thewizardofwinter, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 0
thewizardoffanduel, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.52192809489, 2 , 0
germsonlyhygienistslove, 26, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 0
geronimoandbemagnificent, 27, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 1 , 0
geronimoiloveyou, 19, 1, 0, 0, 1, 0, 1, 0, 1, 1.5, 1 , 0
thewoeplaceboeffect, 22, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 0 , 0
gerransinprettypink, 22, 1, 0, 0, 1, 1, 0, 1, 0, 2.0, 1 , 0
thewolfconnection, 19, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 0 , 0
gerrarddidntsaythat, 22, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 0
gerrarddoesawesty, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
gerrardfabricsince, 20, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
thewolfiswatching, 20, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
thewolfoflamestreet, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 , 0
gerrardinthemaking, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
thewolfofwallstreetn37, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
gerrardisnotalegendanymore, 31, 1, 0, 0, 1, 0, 1, 1, 0, 1.91829583405, 1 , 0
gerrardleavinggift, 20, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 1 , 0
thewolfofwallstreetn43, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
thewolfofwallstreetn44, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
thewolfofwallstreetn49, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
gerrardrelatedbanter, 22, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 1 , 0
gerrardsbirthdayparty, 23, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 0 , 0
gerrardslastderby, 19, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 0 , 0
gerrardsleavingbash, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 0 , 0
thewolfofwallstreetn50, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
gerrardtestimonal, 21, 1, 0, 0, 1, 0, 0, 0, 1, 1.37095059445, 1 , 0
gerrardthisgerrardthat, 25, 1, 0, 0, 1, 0, 0, 0, 1, 1.5, 1 , 0
thewolfofwallstreetn55, 26, 1, 0, 1, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
gerrardwonitonhisown, 25, 1, 0, 0, 1, 1, 1, 0, 1, 2.58496250072, 1 , 0
gerraurahia, 15, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 1 , 0
gerrierisalwaysworking, 26, 1, 0, 0, 1, 0, 1, 1, 0, 1.92192809489, 1 , 0
gerrimoffthedirtybleeder, 29, 1, 0, 0, 1, 1, 1, 0, 0, 2.25162916739, 0 , 0
thewolfofwallstreetn69, 26, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 0 , 0
getamyonellen, 17, 1, 0, 0, 1, 0, 1, 0, 0, 2.32192809489, 1 , 0
getaneducation, 16, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
getarealjobtom, 18, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 , 0
getaroundit, 13, 1, 0, 0, 0, 0, 1, 0, 1, 1.58496250072, 2 , 0
thewoodoverhim, 17, 1, 0, 0, 1, 0, 0, 0, 1, 2.0, 2 , 0
getashbackuptop, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
getashton5sostodgformal2k15, 29, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 0 , 0
getatmehh, 12, 1, 0, 0, 0, 0, 1, 0, 1, 2.0, 2 , 0
getawatchnnicedreams, 25, 1, 0, 0, 1, 1, 1, 0, 0, 2.25162916739, 2 , 0
getbased10000back, 20, 1, 0, 1, 1, 0, 1, 0, 0, 2.0, 2 , 0
getbehindmesatan, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 0
getbigredonwwe, 18, 1, 0, 0, 0, 1, 1, 0, 1, 1.92192809489, 2 , 0
getbacktowork, 16, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 2 , 0
getbaracktostop, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
getbarlowatthecurtiswedding, 32, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 1 , 0
getbeckyinarelationship2k15, 32, 1, 0, 0, 1, 0, 1, 0, 0, 2.58496250072, 1 , 0
getbehindmesatan, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 0
getbehindourcaptain, 22, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
getbethketocherokee, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
getbillypearcebackontv, 27, 1, 0, 0, 1, 0, 1, 1, 0, 1.91829583405, 1 , 0
thewoolworthbuilding, 22, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
getbridgeramptynewgirls, 28, 1, 0, 0, 1, 1, 1, 0, 0, 1.91829583405, 2 , 0
getcjonsportscenter, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
getcableinternetmom, 22, 1, 0, 0, 1, 0, 1, 0, 0, 0.811278124459, 2 , 0
getcallenonknockknock, 25, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
getcarrieaboyfriend2015, 27, 1, 0, 1, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
getchargetoonos, 18, 1, 0, 0, 0, 0, 1, 1, 0, 2.0, 2 , 0
getchiponinsta, 17, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
getchrisajob, 15, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
getcoleanewlaptop, 21, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 , 0
getdgconit, 13, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
getdafuqoffme, 17, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
theworcesterwayisthewrongway, 34, 1, 0, 0, 1, 1, 1, 0, 0, 1.84237099318, 1 , 0
getdanielleatherapist, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
getdantodateemily, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
getdevintowashingtonville, 28, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
thewordalivethewordalive, 29, 1, 0, 0, 1, 1, 0, 0, 0, 1.91829583405, 2 , 0
getesearight, 14, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 1 , 0
getedtothewedding, 20, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
getelivinefamous, 19, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 1 , 0
getelmertotrend, 18, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 1 , 0
thewordatshaw, 16, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
getendiporky, 15, 1, 0, 0, 1, 1, 1, 0, 1, 1.5, 2 , 0
getericaaboyfriendthroughtinder, 36, 1, 0, 0, 1, 0, 1, 0, 0, 1.91829583405, 1 , 0
getfullyhealthy, 17, 1, 0, 0, 0, 1, 1, 1, 0, 1.58496250072, 2 , 0
getfadedawindow, 18, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 2 , 0
getfattogether, 16, 1, 0, 0, 0, 1, 1, 1, 0, 1.58496250072, 2 , 0
thewordistheanswer, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
thewordofgodispower, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 1 , 0
getfrancome, 13, 1, 0, 0, 0, 0, 1, 0, 1, 1.58496250072, 2 , 0
getfranonsummerbreak2k1, 28, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 1 , 0
getfrochoff, 14, 1, 0, 0, 0, 0, 1, 0, 0, 2.0, 2 , 0
getgbatmsandrcwedding, 26, 1, 0, 0, 1, 1, 1, 0, 0, 1.79248125036, 2 , 0
thewordofgod, 15, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
getgailytonz, 15, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 1 , 0
thewordofthelordissure, 28, 1, 0, 0, 1, 1, 1, 0, 0, 2.23592635063, 2 , 0
getgarytoalisonsaviemorewedding, 37, 1, 0, 0, 1, 0, 1, 0, 0, 2.52164063634, 0 , 0
getgarytoamysweddingchester, 32, 1, 0, 0, 1, 0, 1, 0, 0, 1.91829583405, 0 , 0
getgarytojennyswedding, 26, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 0 , 0
getgarytolobley, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
getgarytonattyandroswedding41215nohyoudowanttobebesidetgesea, 74, 1, 0, 0, 1, 1, 1, 0, 1, 2.78989809546, 0 , 0
getgarytopauletteandkevswedding, 38, 1, 0, 0, 1, 0, 1, 0, 0, 2.15563906223, 0 , 0
getgarytowenders, 19, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 0 , 0
getgarytodanasbingonight, 30, 1, 0, 0, 1, 0, 1, 0, 0, 2.23592635063, 1 , 0
getgarytothewedding, 23, 1, 0, 0, 1, 0, 1, 0, 0, 2.32192809489, 1 , 0
getgarytotweetyou, 21, 1, 0, 0, 1, 0, 1, 0, 1, 1.92192809489, 1 , 0
getgeldoffonabenefitconcert, 33, 1, 0, 0, 1, 0, 1, 0, 0, 2.52164063634, 2 , 0
getgerrard2wembley, 21, 1, 0, 1, 1, 0, 1, 0, 0, 2.0, 1 , 0
thewordsareonlyonthescreenforsolong, 44, 1, 0, 0, 1, 1, 1, 1, 0, 2.72192809489, 2 , 0
getgtomylaundromat, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
gethername, 12, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
theworkandtheglory, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.52192809489, 2 , 0
getharryontwitter, 20, 1, 0, 0, 1, 0, 1, 0, 0, 0.811278124459, 1 , 0
gethelensimsonloosewomen, 28, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 0 , 0
getheronthephone, 20, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
theworkisnotdone, 20, 1, 0, 0, 1, 0, 1, 1, 0, 2.32192809489, 2 , 0
gethimon, 10, 1, 0, 0, 0, 0, 1, 0, 1, 1.58496250072, 2 , 0
gethipncarlosmarcelo, 24, 1, 0, 0, 1, 1, 1, 0, 0, 1.37095059445, 0 , 0
gethitbyatrainjake, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 1 , 0
gethoracesamericanatolondon, 32, 1, 0, 0, 1, 0, 1, 0, 0, 1.45914791703, 1 , 0
theworkisworthit, 20, 1, 0, 0, 1, 1, 1, 0, 1, 2.32192809489, 2 , 0
getiawniatrending, 21, 1, 0, 0, 1, 0, 1, 0, 1, 1.52192809489, 2 , 0
getimwalesdonefirst, 23, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
theworkneedstogetout, 25, 1, 0, 0, 1, 0, 1, 0, 0, 2.58496250072, 2 , 0
theworkoutn, 14, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 , 0
givethatmanamic, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
givethatwomanasteak, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givetheballtocharles, 24, 1, 0, 0, 1, 0, 1, 0, 0, 2.32192809489, 1 , 0
givethebearanotherhugo, 26, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 1 , 0
givethebigboyssomelove, 27, 1, 0, 0, 1, 1, 1, 0, 0, 2.25162916739, 2 , 0
givethebluestufftohailey, 29, 1, 0, 0, 1, 1, 1, 0, 0, 1.91829583405, 1 , 0
givetheboysatreat, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
givethecatsomewelly, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
givetheclubrevinue, 23, 1, 0, 0, 1, 0, 1, 0, 0, 2.25162916739, 1 , 0
givethedogaburglarbone, 27, 1, 0, 0, 1, 0, 1, 0, 0, 1.91829583405, 2 , 0
givethefansarefund, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
givethegalasausage, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
thevampstomalaysia, 21, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 , 0
givethegiftthatkeepsongiving, 34, 1, 0, 0, 1, 0, 1, 0, 0, 2.80735492206, 2 , 0
givethegirlaparty, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethegirlherownshow, 26, 1, 0, 0, 1, 0, 1, 0, 0, 2.25162916739, 2 , 0
givetheguyaburger, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givetheguysomecredit, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethehoodiesback, 21, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 0
givetheirwaterbacknow, 25, 1, 0, 0, 1, 0, 1, 1, 0, 1.92192809489, 2 , 0
givethekidsthemoneyback, 28, 1, 0, 0, 1, 0, 1, 1, 0, 2.25162916739, 2 , 0
givethelesserknownachance, 30, 1, 0, 0, 1, 1, 1, 0, 0, 2.25162916739, 2 , 0
givethem20, 12, 1, 0, 1, 0, 0, 1, 0, 1, 1.58496250072, 2 , 0
givethempostheywontnoticeit, 33, 1, 0, 0, 0, 0, 1, 0, 1, 2.12808527889, 2 , 0
givethemagoodthrashing, 26, 1, 0, 0, 1, 1, 1, 0, 1, 2.32192809489, 2 , 0
givethemalltheentitlements, 30, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
givethemanabiscuit, 21, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemanadeal, 19, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethemanamic, 17, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemanotherweek, 22, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemapayrise, 20, 1, 0, 0, 1, 0, 1, 0, 1, 1.92192809489, 2 , 0
givethematissuetowipetheshitofftheirface, 50, 1, 0, 0, 1, 0, 1, 0, 1, 2.84535093662, 2 , 0
thevirginwayn5050, 19, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
givethemchance, 16, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
givethemcurry, 15, 1, 0, 0, 1, 0, 1, 0, 1, 0.918295834054, 2 , 0
givethemhellcait, 20, 1, 0, 0, 1, 0, 1, 0, 1, 1.37095059445, 2 , 0
givethemjobs, 14, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
givethemletters, 17, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
givethemmore, 14, 1, 0, 0, 0, 0, 1, 1, 1, 1.58496250072, 2 , 0
givethemnothing, 17, 1, 0, 0, 1, 0, 1, 0, 1, 1.58496250072, 2 , 0
givethemoneybackbelle, 25, 1, 0, 0, 1, 0, 1, 1, 0, 1.92192809489, 1 , 0
givethemsomerope, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemsundayinstead, 24, 1, 1, 0, 1, 0, 1, 1, 1, 2.0, 1 , 0
givethemtheblues, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemtheflashingtrophynow, 33, 1, 0, 0, 1, 0, 1, 1, 1, 2.58496250072, 2 , 0
givethemtheirtix, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemthevote, 18, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
givethemtoyourmom, 21, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
givethepeoplewhatdeywant, 29, 1, 0, 0, 1, 0, 1, 0, 1, 2.25162916739, 2 , 0
givethepeoplewhattheywant, 30, 1, 0, 0, 1, 0, 1, 0, 1, 2.58496250072, 2 , 0
givetheplanetabreak, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethepoorgingerabreak, 28, 1, 0, 0, 1, 1, 1, 0, 0, 1.91829583405, 2 , 0
givethepoormanabreak, 25, 1, 0, 0, 1, 1, 1, 0, 0, 1.91829583405, 2 , 0
givethepublicavoice, 23, 1, 0, 0, 1, 1, 1, 0, 0, 1.52192809489, 2 , 0
givetherestaway, 18, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 0
givetherookiethetrucktombrady, 35, 1, 0, 0, 1, 0, 1, 0, 0, 1.37878349349, 1 , 0
givethesingleladiesachancemate, 36, 1, 0, 0, 1, 1, 1, 0, 0, 2.23592635063, 2 , 0
givetheviewerswhattheywant, 31, 1, 0, 0, 1, 0, 1, 0, 1, 2.58496250072, 2 , 0
givethisfightachance, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethisgirlachance, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethisguyanaward, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
givethismanalongtermdeal, 30, 1, 0, 0, 1, 1, 1, 0, 0, 1.84237099318, 2 , 0
givethismanatalkshow, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 2 , 0
givethisquestionthoughtno, 29, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
givetimeamptalent, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.0, 2 , 0
givetoacharity, 17, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
thewalkingdead, 16, 1, 0, 0, 0, 1, 1, 0, 0, 1.58496250072, 2 , 0
givetorontosummerback, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
givetothecharity, 19, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
givetothefans, 16, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
givetoworkingpeople, 22, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
givetravisachance, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
givetrowieeasteroff, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 2 , 0
giveublokesachance, 22, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
giveumyourbestcrinkles, 26, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
giveuntilithurts, 19, 1, 0, 0, 0, 0, 1, 0, 1, 2.0, 2 , 0
thewaygovukdoesit, 22, 1, 0, 0, 1, 0, 1, 0, 1, 2.25162916739, 2 , 0
giveupgardening, 17, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
giveuplivingandwatchsoapoperainstead, 43, 1, 0, 0, 1, 0, 1, 1, 0, 2.15563906223, 2 , 0
giveupnowdavid, 17, 1, 0, 0, 1, 0, 1, 1, 0, 1.5, 1 , 0
giveupoldman, 15, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 , 0
giveuponmylovelife, 23, 1, 0, 0, 1, 0, 1, 0, 0, 2.25162916739, 2 , 0
giveuponthematadorthemealready, 36, 1, 0, 0, 1, 0, 1, 1, 0, 2.80735492206, 2 , 0
giveupthe800line, 20, 1, 0, 1, 1, 0, 1, 0, 0, 2.32192809489, 2 , 0
thewayyoulooktonight, 24, 1, 0, 0, 1, 0, 1, 1, 1, 2.32192809489, 2 , 0
giveupthegoodfight, 22, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
giveupthegrog, 16, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
